index,build,test_index,SIZE,RATE,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,RX-GOODPUT-GBPS-PKTGEN,run_index
32,DPU,10,512,6,1372968.0,5843.0147848,0.0026029530742721,0.00019233487654320998,5.0,2
33,DPU,11,512,4,914253.0,3890.7270024,0.0036214964092912,0.00014320061728395001,3.0,0
34,DPU,11,512,4,915285.0,3895.1193472,0.0025574508313513,0.00014127469135802,3.0,1
35,DPU,11,512,4,915441.0,3895.7757288,0.0025704929807193,0.00013908680555556002,3.0,2
36,DPU,12,512,1,228829.0,973.576912,0.0023381843865263,0.0001408487654321,1.0,0
37,DPU,12,512,1,228840.0,973.6244672,0.0023167635763262,0.00014172762345679,1.0,1
38,DPU,12,512,1,0.0,7.76e-05,0.99999956414652,0.0,1.0,2
39,DPU,13,512,3,685871.0,2918.7329032,0.0031892312577799,0.00014270408950616998,2.0,0
40,DPU,13,512,3,686427.0,2921.09536,0.0025197573534701,0.00014094290123457,2.0,1
41,DPU,13,512,3,685947.0,2919.0584872,0.0025281880020277,0.00014260146604938,3.0,2
42,DPU,14,512,2,457527.0,1946.9027712,0.0025159053618434,0.0001403125,1.0,0
43,DPU,14,512,2,457659.0,1947.4598848,0.0024643093634601,0.00014283179012346,1.0,1
44,DPU,14,512,2,457711.0,1947.6877448,0.0024612011568278,0.00014131134259259,1.0,2
45,DPU,15,1024,100,782797.0,6537.8789672,0.93338262362943,0.0018731103395062,6.0,0
46,DPU,15,1024,100,782845.0,6538.2662304,0.9333799901776,0.0017727141203704,6.0,1
47,DPU,15,1024,100,782558.0,6535.8824064,0.9334041672713,0.0018431577932099,6.0,2
48,DPU,16,1024,6,699117.0,5838.3047808,0.0028190248518921,0.00051242901234568,5.0,0
49,DPU,16,1024,6,699316.0,5839.9628448,0.0025888138879432,0.00032113811728395,5.0,1
50,DPU,16,1024,6,699401.0,5840.6796104,0.0025680178173974,0.00032022222222222,5.0,2
51,DPU,17,1024,3,349740.0,2920.3122528,0.0024623228663457,0.00026148611111111,3.0,0
52,DPU,17,1024,3,349729.0,2920.2162048,0.0024040717467658,0.00026078665123457,3.0,1
53,DPU,17,1024,3,349844.0,2921.1765416,0.0023856405313654,0.00025860300925925996,2.0,2
54,DPU,18,1024,2,233375.0,1948.4416032,0.0017439249218292,0.00026024575617284,2.0,0
55,DPU,18,1024,2,233301.0,1947.816452,0.0023374177563356,0.00025877276234568,2.0,1
56,DPU,18,1024,2,233289.0,1947.7291968,0.0022726815889269,0.00026029436728395,2.0,2
