index,build,test_index,SIZE,LISTSorQUEUES_PER_CORE,RATE,GPU-POWER,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,RX-GOODPUT-GBPS-PKTGEN,run_index
22,CL,7,512,1,22,411.61,5039213.0,21446.5558464,0.0020051341383761,0.00057119984567901,22.0,1
23,CL,7,512,1,22,413.5400000000001,5039689.0,21448.5758368,0.0020106566485595,0.00058374151234568,22.0,2
24,CL,8,1024,1,100,456.49,4702449.0,39274.5488224,0.59381041568609,0.0024930648148148,40.0,0
25,CL,8,1024,1,100,454.18000000000006,4721005.0,39429.5362272,0.59149674265115,0.0024687384259259003,40.0,1
26,CL,8,1024,1,100,454.87,4722563.0,39442.5600384,0.59148952458326,0.0024847191358025,40.0,2
27,CL,9,1024,1,40,423.11,4666826.0,38976.58264,0.0018269790247972,0.00066229899691358,39.0,0
28,CL,9,1024,1,40,424.04,4667127.0,38979.1125504,0.001844409356562,0.00066111033950617,40.0,1
29,CL,9,1024,1,40,424.53,4667760.0,38984.397696,0.0018661869219968,0.0006597970679012299,39.0,2
30,CL,10,1024,1,38,425.76,4436948.0,37056.6532896,0.0018070496285439,0.0006843321759259299,38.0,0
31,CL,10,1024,1,38,423.99999999999994,4438565.0,37070.1678816,0.0017821922860997,0.00067284606481481,38.0,1
32,CL,10,1024,1,38,424.7900000000001,4438081.0,37066.1010784,0.0018381762970079,0.00068311342592593,38.0,2
33,CL,11,1024,1,39,426.16999999999996,4549714.0,37998.4740736,0.0018477286596577,0.00069272145061728,38.0,0
34,CL,11,1024,1,39,426.24999999999994,4550552.0,38005.4799648,0.0018058103779992,0.0006718152006172799,38.0,1
35,CL,11,1024,1,39,426.94999999999993,4549987.0,38000.7522144,0.0018389468568577,0.00068134722222222,38.0,2
36,CL,12,64,2,100,424.31000000000006,6205964.0,4170.4095552,0.88474160811179,0.0021069490740741,4.0,0
37,CL,12,64,2,100,424.72,6166201.0,4143.6883968,0.88551462466974,0.0021571292438272,4.0,1
38,CL,12,64,2,100,424.51,6122248.0,4114.1525152,0.88630535448094,0.0021362106481481002,4.0,2
39,CL,13,64,2,4,408.58,5801994.0,3898.9498272,0.0022741531549385,0.00050812808641975,4.0,0
40,CL,13,64,2,4,408.75,5802955.0,3899.5950144,0.0022638796091279,0.0005059259259259301,4.0,1
41,CL,13,64,2,4,409.18999999999994,5803137.0,3899.717856,0.0022533100229846,0.00050519598765432,4.0,2
42,CL,14,128,2,100,430.19,6074824.0,7192.5857472,0.85891011526494,0.0021450667438271996,7.0,0
43,CL,14,128,2,100,428.10999999999996,6081537.0,7200.5346464,0.85884552392682,0.0021633946759259002,7.0,1
44,CL,14,128,2,100,429.47,6112349.0,7237.0151648,0.85776913283394,0.0021057719907406998,7.0,2
45,CL,15,128,2,7,411.61000000000007,5762229.0,6822.4394336,0.0022926096345254,0.00051065895061728,7.0,0
46,CL,15,128,2,7,414.6000000000001,5762354.0,6822.5873632,0.0022499938185556,0.00053257330246914,7.0,1
47,CL,15,128,2,7,414.61,5762921.0,6823.2586208,0.0022802958131195,0.00050267438271605,7.0,2
48,CL,16,256,2,100,433.84,5788124.0,12780.1559424,0.85385000159252,0.0022033946759259003,12.0,0
49,CL,16,256,2,100,436.23,5755173.0,12707.3986176,0.85455057421991,0.0022693611111111,12.0,1
50,CL,16,256,2,100,436.21000000000004,5801027.0,12808.6432992,0.85322085017807,0.002215819058642,12.0,2
51,CL,17,256,2,12,417.09000000000003,5302609.0,11708.0212864,0.0022477141030193,0.00054128858024691,12.0,0
52,CL,17,256,2,12,415.37,5303201.0,11709.3303936,0.002178228123712,0.00053766010802469,12.0,1
53,CL,17,256,2,12,416.45000000000005,5303635.0,11710.2814944,0.0021736388088588,0.0005353599537036999,12.0,2
54,CL,18,512,2,100,443.7,5440971.0,23156.6818432,0.75009891262504,0.0024452681327159997,23.0,0
55,CL,18,512,2,100,446.3299999999999,5389964.0,22939.5871136,0.7527699003174,0.0025007596450617,23.0,1
56,CL,18,512,2,100,447.52000000000004,5339831.0,22726.2497056,0.75493534683326,0.0025806203703704,22.0,2
57,CL,19,512,2,22,422.81999999999994,5038457.0,21443.3254048,0.0019898373834778,0.0005731053240740701,22.0,0
58,CL,19,512,2,22,422.63,5039388.0,21447.2975712,0.0019896286214053,0.00058128549382716,22.0,1
59,CL,19,512,2,22,420.67,5039323.0,21447.0209312,0.0020720676762037,0.0005711091820987701,22.0,2
60,CL,20,1024,2,100,456.39,4685369.0,39131.8775808,0.59560123918383,0.0024999054783951,39.0,0
61,CL,20,1024,2,100,455.73999999999995,4638851.0,38743.38152,0.60014016834545,0.0025319344135801996,39.0,1
62,CL,20,1024,2,100,458.33,4673155.0,39029.9062368,0.59728123268218,0.0025272403549382997,39.0,2
63,CL,21,1024,2,39,434.11000000000007,4549812.0,37999.2939552,0.0018107021706136,0.0006820054012345699,38.0,0
64,CL,21,1024,2,39,431.63999999999993,4550111.0,38001.7805696,0.0018228460727334,0.00068502391975309,39.0,1
65,CL,21,1024,2,39,431.68000000000006,4550204.0,38002.5645984,0.001809101381149,0.0006826388888888901,38.0,2
66,CL,22,1024,2,37,431.56,4316470.0,36050.4192192,0.0017787261027981,0.00069604320987654,36.0,0
67,CL,22,1024,2,37,429.92,4317408.0,36058.2447136,0.0017670774695392,0.00068849575617284,36.0,1
68,CL,22,1024,2,37,431.44999999999993,4317182.0,36056.3728224,0.0017702624715108,0.00069457831790123,36.0,2
69,CL,23,1024,2,34,429.78,3969314.0,33150.9617888,0.0017928080708302,0.00073418171296296,34.0,0
70,CL,23,1024,2,34,429.40000000000003,3970630.0,33161.9720352,0.0017266881821986,0.00072843518518519,34.0,1
71,CL,23,1024,2,34,428.65,3971447.0,33168.7885312,0.0017841694373816,0.00072752160493827,34.0,2
72,CL,24,1024,2,36,430.57000000000005,4201930.0,35093.7941088,0.001768836828182,0.00071833063271605,36.0,0
73,CL,24,1024,2,36,431.3500000000001,4201696.0,35091.8242656,0.0017793938832973,0.0006967326388888901,36.0,1
74,CL,24,1024,2,36,430.74,4202721.0,35100.3861856,0.0017636440079392,0.0006926774691358,36.0,2
