index,build,test_index,BATCH,RATE,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,RX-GOODPUT-GBPS-PKTGEN,GPU-POWER,run_index
36,CL,12,256,27,22335279.0,26444.9263392,0.0016434036022472,6.6308641975309e-05,27.0,446.4699999999999,0
37,CL,12,256,27,22333162.0,26442.4212608,0.0016594692171429,6.6934413580247e-05,27.0,440.9,1
38,CL,12,256,27,22338762.0,26449.0522976,0.0016722112083776,6.697145061728401e-05,27.0,441.5,2
39,CL,13,512,100,23035836.0,27274.4030144,0.43096638110459,0.00042887692901235,27.0,496.34999999999997,0
40,CL,13,512,100,23059253.0,27302.1273344,0.42985296893317,0.00042832523148148,27.0,500.64000000000004,1
41,CL,13,512,100,23035422.0,27273.9127776,0.43089617108214,0.00042746180555556,27.0,495.58000000000004,2
42,CL,14,512,27,22334398.0,26443.8835552,0.0017396478911583,0.00011983834876543,27.0,451.31,0
43,CL,14,512,27,22335627.0,26445.338304,0.0017621230428261,0.00012057484567901,27.0,448.81,1
44,CL,14,512,27,22338290.0,26448.493328,0.0017470450948053,0.00012162461419753,27.0,451.53999999999996,2
45,CL,15,1024,100,22920676.0,27138.0547808,0.43426586063547,0.0005043456790123499,27.0,530.25,0
46,CL,15,1024,100,22927881.0,27146.5872576,0.43434745588223,0.00050977469135802,27.0,533.59,1
47,CL,15,1024,100,22918688.0,27135.700288,0.4344254141008,0.00050769791666667,27.0,530.46,2
48,CL,16,1024,27,22334574.0,26444.094944,0.0017693578316564,0.00023665663580247,27.0,471.47999999999996,0
49,CL,16,1024,27,22335982.0,26445.75864,0.0017859581221881,0.00023471759259259,27.0,469.38000000000005,1
50,CL,16,1024,27,22335916.0,26445.684208,0.0017764700198132,0.00023618518518519,27.0,472.03000000000003,2
